category,subcategory,date,feedback,score,user_role,license_sku,server_version
UX Feedback,Messaging UX,2020-01-11,"Difficult to say, mtm is so very very nicely done and efficient to use... Oh, the only tiny detail i could say is about how ''long'' messages are displayed. In my experience, i don't feel comfortable with the ''read more'' button and the following pop up-styled message. Why? Whenever i have to use it -on every single long message-... I feel a bit frustrated. This is mattermost, i matters the most : ) Why would i not read, at least quickly, everything that is written in a channel i'm in? The fact that the ap",10,user,,5.17.0
Praise,Praise,2020-01-11,ActualitÃ© its good for the moment !,10,user,,5.17.0
Feature Requests,Voice Messages,2020-01-11,Added voice chat hosting,8,user,,5.16.0
UX Feedback,Notifications UX,2020-01-11,I want the dial tone to be changed,2,user,,5.16.0
Praise,Praise,2020-01-11,Itâ€™s good! Easy to use!,2,user,,5.16.0
UX Feedback,Logout Issues,2020-01-11,I cant stay signed in. Horrible to create a password,2,user,,5.16.0
Invalid,Invalid,2020-01-11,Not sure right now,2,user,,5.16.0
Feature Requests,Channel Sidebar,2020-01-11,searching for messages is tedious. Scrolling needs to be easier,0,user,,5.14.0
Praise,Praise,2020-01-10,in my opinion it's good the way it is,8,user,,5.18.0
UX Feedback,Performance,2020-01-10,"make a smaller, lighter and quicker app for pc (smth like a Miranda IM could do this, why mattermost couldn't?). Also now it is too demanding to a graphics card as well",5,user,,5.18.0
Invalid,Invalid,2020-01-10,no comments,1,user,,5.18.0
Invalid,Invalid,2020-01-10,leave me alone,0,user,,5.18.0
Invalid,Invalid,2020-01-10,"ÐŸÑ€Ð¸Ð²ÐµÑ‚, Surveybot!
Ð–ÐµÐ»Ð°ÑŽ Ñ‚ÐµÐ±Ðµ Ð¿Ñ€Ð¾Ð´ÑƒÐºÑ‚Ð¸Ð²Ð½Ð¾Ð³Ð¾ Ð´Ð½Ñ. Ð¯ ÑƒÐ²ÐµÑ€ÐµÐ½ Ñ‡Ñ‚Ð¾ Ñ‚Ñ‹ ÑÑ‚Ð°Ð½ÐµÑˆÑŒ ÑÐµÐ³Ð¾Ð´Ð½Ñ ÐµÑ‰Ðµ Ð½ÐµÐ¼Ð½Ð¾Ð³Ð¾ ÐºÑ€ÑƒÑ‡Ðµ Ñ‡ÐµÐ¼ Ð²Ñ‡ÐµÑ€Ð°! (Ñ‚Ð°Ðº Ð½Ð°Ð¿Ð¸ÑÐ°Ð» Ð¼Ð¾Ð¹ Ñ€Ð°Ð·Ñ€Ð°Ð±Ð¾Ñ‚Ñ‡Ð¸Ðº) ;)

> ÐÐ¸ÐºÑ‚Ð¾ Ð½Ð¸ÐºÐ¾Ð³Ð´Ð° Ð½Ðµ Ñ€Ð°ÑÐºÐ°Ð¸Ð²Ð°Ð»ÑÑ, Ñ‡Ñ‚Ð¾ Ð¶Ð¸Ð» ÑÐ»Ð¸ÑˆÐºÐ¾Ð¼ Ð¿Ñ€Ð¾ÑÑ‚Ð¾.
> _Ð›ÐµÐ² Ð¢Ð¾Ð»ÑÑ‚Ð¾Ð¹_",5,user,,5.18.0
Praise,Praise,2020-01-10,Thank for mattermost! Lol,10,user,,5.18.0
UX Feedback,Notifications UX,2020-01-10,Please try to add custom alert tones for direct messages so that we can hear the alerts and respond the messages quickly.,4,user,,5.18.0
Feature Requests,RN Multi-server,2020-01-10,Enable login to multiple servers from the Android app,6,system_admin,,5.18.0
Invalid,Invalid,2020-01-10,Yeap,10,system_admin,,5.18.0
Praise,Praise,2020-01-10,No suggestions. Very happy with experience,10,user,,5.18.0
Invalid,Invalid,2020-01-10,not possible,10,user,,5.18.0
UX Feedback,Messaging UX,2020-01-10,I suppose the only thing I could come up with is a better function to pin messages. Thes rest is just fine,10,user,,5.17.0
Reliability,Message and Network Reliability,2020-01-10,Increase reliability,6,user,,5.17.0
Reliability,Mobile Stability,2020-01-10,"the previous problems are still valid. Also, the app is extremely glitchy. There is no way you can send a photo through the app.",10,user,E20,5.17.0
Invalid,Invalid,2020-01-10,Not pop up a random bot the first time I open the program. #secondclass,5,user,,5.16.0
Invalid,Invalid,2020-01-10,Seriously. Who forces a â€œsurveybotâ€ on the first time someone opens an app. Thatâ€™s bad. Real bad. REALBAD. #REALBAD,5,user,,5.16.0
Praise,Praise,2020-01-10,"I've got no complaints, keep up the good work Surveybot",10,user,,5.16.0
UX Feedback,Logout Issues,2020-01-10,prompt for account name/alias entry at start,9,user,,5.16.0
Reliability,Desktop Stability,2020-01-10,now I cant log in to desktop mattermost app and the reason is not clear. it should be solved,8,user,E20,5.16.0
UX Feedback,Notifications UX,2020-01-10,improve notifications to messqges,6,user,,5.16.0
Invalid,Invalid,2020-01-10,Not sure. Not using much yet,5,user,E20,5.14.0
Feature Requests,RN Multi-server,2020-01-10,Add dual server functionality to the IOS app,10,system_admin,,5.14.0
Praise,Praise,2020-01-10,good,10,user,,5.13.0
UX Feedback,Mobile UX,2020-01-09,Mobile app could be a bit better.,7,user,,5.18.0
Praise,Praise,2020-01-09,just good,10,system_admin,,5.18.0
UX Feedback,Performance,2020-01-09,The mobile app has had some performance issues. Please fix it and all is good.,8,user,,5.18.0
UX Feedback,UI/UX Polish,2020-01-09,"The web interface is somewhat a bit unclear, compared to other chat applications.",7,team_admin,,5.18.0
Feature Requests,Voice Messages,2020-01-09,You can add possibility to send voice message in chat.,8,system_admin,,5.18.0
Feature Requests,Threading,2020-01-09,threads,1,team_admin,,5.18.0
Feature Requests,Integrations,2020-01-09,If we can configure the standup and Jira,9,user,,5.17.0
Feature Requests,Threading,2020-01-09,"Threads aren't great. They're not in slack either, I recognize that this is an unsolved problem, but they're worse here.",5,system_admin,,5.17.0
Praise,Praise,2020-01-09,all is ok,9,user,E20,5.17.0
UX Feedback,Logout Issues,2020-01-09,1. It requires to change password too often,6,user,,5.17.0
Reliability,Desktop Stability,2020-01-09,2. It always freezes when I try to react to a post with emoji,6,user,,5.17.0
Invalid,Invalid,2020-01-09,free ice cream,7,user,,5.17.0
Invalid,Invalid,2020-01-09,:white_check_mark:,9,user,,5.17.0
Invalid,Invalid,2020-01-09,-,10,user,,5.16.0
Feature Requests,Threading,2020-01-09,add 'threads' like slack did,4,user,,5.16.0
Praise,Praise,2020-01-09,Good enough for now,7,user,E20,5.16.0
Invalid,Invalid,2020-01-09,Nothing,3,user,,5.16.0
Invalid,Invalid,2020-01-09,np,10,user,E10,5.16.0
Invalid,Invalid,2020-01-09,"you got it, @surveybot",10,user,E10,5.16.0
Feature Requests,Integrations,2020-01-09,Add bridges with standard protocols like XMPP and IRC.,3,team_admin,,5.16.0
Feature Requests,Audio/Video Calling,2020-01-09,by adding voice/video calls,1,user,,5.16.0
Praise,Praise,2020-01-09,literally perfect,10,user,E10,5.16.0
Invalid,Invalid,2020-01-09,ok please stop,10,user,E10,5.16.0
Praise,Praise,2020-01-09,i think i'm cool with. haven't had any issues since the day i started using it.,9,user,,5.15.0
Invalid,Invalid,2020-01-09,you're welcome :sunglasses:,9,user,,5.15.0
Reliability,Message and Network Reliability,2020-01-09,"Feels laggy, sometimes sync issue. Unstable mobile app.",3,user,E10,5.15.0
Invalid,Invalid,2020-01-09,disappear,0,user,,5.15.0
Invalid,Invalid,2020-01-09,:ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-parrot: :ultra-fast-,10,user,,5.14.0
Feature Requests,Threading,2020-01-09,When people write answer to others sometimes you can see the answer (when it was posted) but it doesnt have the question that was asked with it.,7,user,,5.14.0
Invalid,Invalid,2020-01-09,no,3,system_admin,,5.13.0
Reliability,Notifications Reliability,2020-01-09,Actually no Push-Notifications will appear on my iPhone,6,team_admin,,5.18.0
Reliability,Notifications Reliability,2020-01-09,Fix mobile app notifications for already read messages!!!,8,user,,5.18.0
Reliability,Notifications Reliability,2020-01-09,"Somehow when windows10 notification about new message pops up, mattermost app freezes and only killing it and restarting helps",5,system_admin,,5.18.0
Feature Requests,Threading,2020-01-08,Add better threading (where they don't necessary appear completely in the main chat),8,system_admin,,5.18.0
Feature Requests,Channel Sidebar,2020-01-08,Contact messages navigation,10,user,,5.18.0
Reliability,Desktop Stability,2020-01-08,copy/paste failing in the macos app,4,user,,5.17.0
Praise,Praise,2020-01-08,great job,0,user,,5.17.0
Feature Requests,Emoji/GIF Options,2020-01-08,More stickers and emojis,7,user,E20,5.17.0
Invalid,Invalid,2020-01-08,I'm good,10,user,,5.17.0
Invalid,Invalid,2020-01-08,:woman_shrugging:,7,user,E20,5.17.0
Invalid,Invalid,2020-01-08,"The expieriece is as we germans say \""famos\""",10,system_admin,,5.17.0
Invalid,Invalid,2020-01-08,not sure not enough experience as yet,5,user,,5.17.0
UX Feedback,Account Authorization,2020-01-08,reset password could be improved,4,user,,5.17.0
Feature Requests,Threading,2020-01-08,Make it easier to reply to a message. Instead of having to 1. hover over a message then 2. click the reply icon (which is on the opposite side of the uI to where one will be typing) - maybe just click on the message that you want to reply to or move the reply icon to the left side or add a hot-key for reply.,6,team_admin,,5.17.0
Invalid,Invalid,2020-01-08,Thanks! How can we make your experience better?,8,user,,5.17.0
Feature Requests,Audio/Video Calling,2020-01-08,maybe group and solo videocalls,9,user,,5.17.0
Invalid,Invalid,2020-01-08,Don't send me surveys please.,8,user,,5.16.0
Invalid,Invalid,2020-01-08,Idk,8,user,,5.16.0
UX Feedback,Search UX,2020-01-08,have to scroll to end of page to see latest messages. Needs to be more search friendly.,7,user,E10,5.16.0
Reliability,Message and Network Reliability,2020-01-08,can you tell me why i did not receive the mail messages,4,user,,5.16.0
UX Feedback,Be Slack,2020-01-08,Make it more like slack,4,user,E20,5.16.0
Invalid,Invalid,2020-01-08,A massage,10,user,,5.16.0
Invalid,Invalid,2020-01-08,å‹•ä½œã‚’è»½ãã—ã¦æ¬²ã—ã„,7,user,,5.13.0
Invalid,Invalid,2020-01-07,Hello,2,user,,5.18.0
Invalid,Invalid,2020-01-07,Hello,2,user,,5.18.0
UX Feedback,Performance,2020-01-07,I wish a more snappy response.,7,user,,5.18.0
Invalid,Invalid,2020-01-07,Blubb,2,user,,5.18.0
Praise,Praise,2020-01-07,Thanks for a pretty great product,4,team_admin,,5.17.0
UX Feedback,UI/UX Polish,2020-01-07,make more pleasant interface,9,user,E20,5.17.0
Feature Requests,Audio/Video Calling,2020-01-07,"make voice calls, video calls, and repair problem with not refreshing",8,user,,5.17.0
UX Feedback,Notifications UX,2020-01-07,"i18n, more consistent notifications, settings for opening chat window on notification, window blinking on notification",6,user,,5.17.0
Invalid,Invalid,2020-01-07,1month,3,user,,5.17.0
Invalid,Invalid,2020-01-07,you are welcome,7,user,,5.17.0
UX Feedback,Messaging UX,2020-01-07,Easier way to add code because in some keyboard layouts is rather difficult to use backticks,7,team_admin,,5.17.0
UX Feedback,Notifications UX,2020-01-07,Better notifications on iOS.,7,user,,5.17.0
Reliability,Desktop Stability,2020-01-07,"I need a more stable desktop app : it usually freezes each time the PC wake up even if I disable the \""Use GPU hardware acceleration\"" setting.",7,user,,5.17.0
Invalid,Invalid,2020-01-07,I do not know,9,user,E20,5.17.0
Invalid,Invalid,2020-01-07,it's my pleasure,7,user,,5.17.0
UX Feedback,Search UX,2020-01-07,Improving scroll and search,6,user,,5.17.0
Invalid,Invalid,2020-01-07,are you a basic bot ?,7,user,,5.17.0
Invalid,Invalid,2020-01-07,I just do not like it at all.,9,user,E20,5.17.0
Feature Requests,Audio/Video Calling,2020-01-07,More Video formats supported with previews and integrated audio calls!,7,system_admin,,5.17.0
Invalid,Invalid,2020-01-07,my pleasure,9,user,E20,5.17.0
Reliability,Mobile Stability,2020-01-07,make emojis sendable properly from phones,9,user,E20,5.17.0
Invalid,Invalid,2020-01-07,9,7,user,,5.16.0
Praise,Praise,2020-01-07,It's great,10,user,,5.16.0
UX Feedback,Mobile UX,2020-01-07,By improving the mobile app!,8,team_admin,,5.16.0
Feature Requests,Integrations,2020-01-07,make the translator plugin as a default plugin please.,9,system_admin,,5.16.0
UX Feedback,UI/UX Polish,2020-01-07,Improve look and feel,7,user,E20,5.16.0
Invalid,Invalid,2020-01-07,Don't ever write to me again.,10,user,,5.16.0
UX Feedback,Notifications UX,2020-01-07,Not send emails of every instance of communication.,0,user,E20,5.16.0
Invalid,Invalid,2020-01-07,With girls!,10,system_admin,,5.15.0
Invalid,Invalid,2020-01-07,make possible conv call,7,user,,5.15.0
Invalid,Invalid,2020-01-07,delete mattermost,0,user,,5.14.0
Invalid,Invalid,2020-01-07,no,8,system_admin,,5.13.0
Reliability,Notifications Reliability,2020-01-07,"When any new message arrived, it should give notification on the desktop, as mobile app do.
because as I m working and not viewing my mattermost account frequently, its got late when i do read that message.",6,user,,5.13.0
Invalid,Invalid,2020-01-07,If more colleagues used it more regularly :),0,team_admin,,5.13.0
Invalid,Invalid,2020-01-07,ä¸æ˜Žã®ã‚¨ãƒ©ãƒ¼ï¼Ÿã§ãªã‹ãªã‹é›»å­ãƒ¡ãƒ¼ãƒ«ç¢ºèªãŒå‡ºæ¥ãªã‹ã£ãŸã®ã§ã€å¶ç„¶ã‹ã¨ã¯æ€ã„ã¾ã™ãŒ8ã§ãŠé¡˜ã„ã—ã¾ã™,8,user,,5.13.0
Reliability,Notifications Reliability,2020-01-07,Mattermost is good but you can improve the product by improving notification mechanism. No notifications are being received at all on app.,8,user,,5.13.0
Invalid,Invalid,2020-01-07,"das sheint die einzige mÃ¶glichkeit defaults fÃ¼r die indices zu setzen. 
```
POST _template/default_settings
{
\""index_patterns\"": [\""*\""],
\""order\"": -1,
\""settings\"": {
\""auto_expand_replicas\"": \""0-1\"",
\""number_of_replicas\"": \""0\""
}
}
```
die templates wirken nicht fÃ¼r existierende indices, dafÃ¼r kannst du das machen wie bisher: 
```
PUT */_settings?allow_no_indices=true
{
\""index\"": {
\""auto_expand_replicas\"": \""0-1\"",
\""number_of_replicas\"": \""0\""
}
}
```",5,user,,5.13.0
Feature Requests,Integrations,2020-01-06,Plugins for mobile version,8,system_admin,,5.17.0
Feature Requests,Mark as Unread,2020-01-06,"I want the \""watch later\"" feature",10,team_admin,,5.17.0
Reliability,Notifications Reliability,2020-01-06,The Android app notifications for new messages do not show up sometimes.,7,user,,5.17.0
Invalid,Invalid,2020-01-06,I voted 10,10,user,E10,5.17.0
Reliability,Notifications Reliability,2020-01-06,There are some issues with app. It sometimes doesnâ€™t get notifications as other social media apps do (or like push notifications should). Integration with Apple Watch is not that great. I donâ€™t know if itâ€™s apple issue or Mattermost.,6,user,,5.17.0
Invalid,Invalid,2020-01-06,you're welcome!,9,team_admin,,5.17.0
Feature Requests,Integrations,2020-01-06,"have more plugins preinstalled, like matterpoll",9,team_admin,,5.17.0
UX Feedback,UI/UX Polish,2020-01-06,"Get a more refined UI, the current one feels a bit too spartan: many small details, one which comes to mind is the UI to download a file on Windows or Mac (why not providing a minor download manager or at least a mean to open the downloaded file or its parent folder?). More features like calling (at the very least, audio calls).",6,user,,5.17.0
Invalid,Invalid,2020-01-06,7,10,user,,5.16.0
UX Feedback,Search UX,2020-01-06,Improve search accuracy.,3,user,,5.16.0
UX Feedback,UI/UX Polish,2020-01-06,En le rendant plus friendly user avec un affichage des discussions plus simplifiÃ© notamment au niveau de l'anciennetÃ© des discussions,10,user,,5.16.0
Feature Requests,Threading,2020-01-06,It's difficult to follow different discussions in a same channel.,10,user,,5.16.0
UX Feedback,Logout Issues,2020-01-06,"Sometimes I have to authenticate again when i reboot my computer, it's a little bit annoying.",10,user,,5.16.0
Feature Requests,Voice Messages,2020-01-06,And mic conversation/conference,10,user,,5.16.0
UX Feedback,Messaging UX,2020-01-06,Enable embedded metadata preview for links,10,user,,5.16.0
UX Feedback,Logout Issues,2020-01-06,Don't sign me out every few weeks,10,user,E20,5.16.0
Praise,Praise,2020-01-06,nothing to say: it's just perfect,10,user,,5.16.0
Feature Requests,Emoji/GIF Options,2020-01-06,Better selection of GIFs (quality not quantity),10,user,E20,5.16.0
UX Feedback,Desktop UX,2020-01-06,Don't use electron for your native apps,10,team_admin,,5.16.0
Invalid,Invalid,2020-01-06,How do a survey like you ??,10,user,,5.16.0
UX Feedback,Notifications UX,2020-01-06,"finer-grained notification management (e.g. deactivate the sending of emails when a message is not \""seen\""; only show notification of unread messages if the messages mention me)",10,user,E20,5.16.0
UX Feedback,System Administration,2020-01-06,easier management of different channels / permission.,9,team_admin,,5.16.0
Praise,Praise,2020-01-06,Everything is great :),5,user,,5.16.0
Invalid,Invalid,2020-01-06,help,8,team_admin,,5.16.0
Feature Requests,Channel Sidebar,2020-01-06,someties its difficult to work out where the unread messages are,10,user,E20,5.16.0
UX Feedback,Mobile UX,2020-01-06,"ios/android app, just like slack :)",10,team_admin,,5.16.0
